,age,workclass,fnlwgt,education,education_num,martial_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,country,target,biased_pred,adv_pred,lfr_pred,eq_pred,roc_pred,adveq_pred,adv_change,lfr_change,roc_change,eq_change,adveq_change
27079,57,Federal-gov,30030,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
12132,72,Private,496538,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,6360,0,40,United-States,0,0,0.0,0,0,0.0,1,0.0,0,0.0,0,1
13945,47,Private,155124,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,1669,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
3691,34,Private,80933,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
23197,30,Private,83253,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
16878,30,,197827,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
23424,56,State-gov,67662,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,39,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
9135,57,Private,303986,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Cuba,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
1294,36,Private,113397,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
4500,35,,296738,11th,7,Separated,,Not-in-family,White,Female,6849,0,60,United-States,0,0,1.0,0,0,0.0,0,1.0,0,0.0,0,0
3845,43,State-gov,199806,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,1,0.0,0,0,0.0,0,-1.0,-1,-1.0,-1,-1
30785,24,Private,315476,Assoc-acdm,12,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
20378,31,Private,50178,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
31133,30,Private,134737,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
8469,21,Private,149224,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
10560,21,Private,109952,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
25302,53,Private,97005,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
22749,65,Private,105491,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
26942,62,Local-gov,76720,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,0,0,1.0,1,1,0.0,1,1.0,1,0.0,1,1
18230,60,Self-emp-not-inc,327474,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
28946,56,Private,282023,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,1,1.0,1,1,0.0,1,0.0,0,-1.0,0,0
32168,20,Private,200153,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,38,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
9503,46,Self-emp-inc,328216,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,42,,1,1,1.0,0,1,0.0,1,0.0,-1,-1.0,0,0
31190,21,Private,119665,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,35,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
28294,65,Self-emp-inc,210381,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,65,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
17452,47,Self-emp-inc,119471,7th-8th,4,Never-married,Craft-repair,Not-in-family,Other,Male,0,0,40,,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
25134,20,,201490,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
1890,68,Self-emp-not-inc,197015,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
27031,22,Private,182163,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
10138,38,Private,101192,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
21963,34,Private,96245,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
18875,37,Self-emp-not-inc,298444,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,1,0.0,1,1,0.0,1,-1.0,0,-1.0,0,0
24846,47,Private,266275,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
4912,38,Private,168680,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
13800,40,Private,162098,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
32350,53,Private,291755,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
4138,20,Self-emp-not-inc,186014,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,Germany,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
6496,20,Private,260199,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
22005,28,Private,167336,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,1,1,1.0,1,1,1.0,0,0.0,0,0.0,0,-1
12146,38,Private,32916,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0,1,0.0,1,0,0.0,1,-1.0,0,-1.0,-1,0
24374,27,Private,113501,Masters,14,Never-married,Adm-clerical,Own-child,White,Male,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
5601,34,Local-gov,177675,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1,1,0.0,1,0,0.0,1,-1.0,0,-1.0,-1,0
15609,63,Private,181828,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
24535,17,Private,193748,11th,7,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
30800,41,Local-gov,174491,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
13048,28,Private,116372,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
31488,48,Private,207120,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,1,0.0,0,0,0.0,1,-1.0,-1,-1.0,-1,0
902,22,Private,99697,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
5747,56,Self-emp-not-inc,172618,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
2110,30,Private,203277,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
292,29,Local-gov,220419,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,56,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
5233,49,Self-emp-inc,197332,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0,1,0.0,0,1,0.0,1,-1.0,-1,-1.0,0,0
14784,27,Private,122922,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
27435,57,Federal-gov,414994,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,1,0.0,1,1,0.0,1,-1.0,0,-1.0,0,0
2476,21,,219835,Assoc-voc,11,Never-married,,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
5575,58,Self-emp-not-inc,54566,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
31320,24,Private,103064,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,3674,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
19485,46,Federal-gov,46537,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
26999,60,State-gov,190682,Assoc-voc,11,Widowed,Other-service,Not-in-family,Black,Female,0,0,37,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
1990,19,Private,365640,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,45,,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
368,57,Private,212448,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,1,0,1.0,1,1,0.0,0,1.0,1,0.0,1,0
27374,41,State-gov,73199,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,0,1,1.0,0,1,0.0,1,0.0,-1,-1.0,0,0
31297,30,Private,258170,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
1986,54,Self-emp-inc,138852,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1,1,0.0,0,1,0.0,0,-1.0,-1,-1.0,0,-1
32143,33,Private,249716,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
31464,32,Private,309513,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
8604,43,Local-gov,214242,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
9640,33,Private,276221,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
10579,36,Private,136629,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
2375,20,Private,242077,HS-grad,9,Divorced,Sales,Not-in-family,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
6974,56,Private,198388,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
6298,70,Private,176285,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,23,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
24369,51,Private,106819,7th-8th,4,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,19,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
28934,38,Private,63509,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
13623,71,Private,212806,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
821,31,Private,171871,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,46,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
16640,34,Self-emp-inc,114733,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,36,United-States,0,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
18183,48,Private,276664,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
9771,24,Private,168997,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
917,67,Self-emp-inc,76860,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
7335,40,Private,42703,Assoc-voc,11,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
15419,28,Private,139903,Bachelors,13,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
11615,59,Private,91384,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
4452,25,Self-emp-inc,86745,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
3792,53,Federal-gov,117847,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,1,0.0,0,1,0.0,1,-1.0,-1,-1.0,0,0
14692,20,,232799,HS-grad,9,Never-married,,Own-child,Black,Female,0,0,25,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
22786,27,,204074,HS-grad,9,Never-married,,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
23898,57,Private,195835,Some-college,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
29458,39,Private,167777,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
8944,19,Private,112432,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,58,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
31977,39,Private,358753,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,1,1,1.0,0,1,1.0,1,0.0,-1,0.0,0,0
16966,47,,34458,7th-8th,4,Married-civ-spouse,,Husband,White,Male,0,0,10,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
652,35,Private,292472,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,1,1,1.0,0,1,1.0,1,0.0,-1,0.0,0,0
28477,28,Private,42881,10th,6,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
14010,45,Private,160647,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,4687,0,35,United-States,1,0,0.0,1,0,0.0,0,0.0,1,0.0,0,0
15394,47,Private,144351,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
18699,35,Private,166606,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
13576,25,Private,346159,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
2019,23,Private,193089,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
4989,52,Private,270142,Assoc-voc,11,Separated,Exec-managerial,Unmarried,Black,Female,0,0,60,United-States,0,0,0.0,0,0,0.0,1,0.0,0,0.0,0,1
24084,60,,120163,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
31954,34,Private,111589,10th,6,Never-married,Other-service,Unmarried,Black,Female,0,0,40,Jamaica,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
3603,61,Private,159046,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
18097,72,Self-emp-not-inc,473748,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
11145,17,Private,183066,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
474,67,Private,49401,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female,0,0,24,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
22896,19,Private,126501,11th,7,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,15,South,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
23214,49,Self-emp-not-inc,189123,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,50,United-States,0,1,0.0,0,0,0.0,0,-1.0,-1,-1.0,-1,-1
27862,47,Private,181363,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,1,1.0,1,1,0.0,1,0.0,0,-1.0,0,0
23952,59,Private,81929,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,45,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
19517,20,Private,259496,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
17042,32,Private,209691,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,42,United-States,1,1,0.0,0,1,0.0,1,-1.0,-1,-1.0,0,0
6652,29,Private,177413,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
18338,32,Private,107218,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
6228,24,Private,336088,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
14160,27,Private,160178,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
14604,80,Private,173488,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
30294,25,Private,512771,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
7058,49,Self-emp-not-inc,110457,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
29280,49,Private,151584,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,32,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
1109,41,Private,293791,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
23563,49,Private,155489,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1,1,1.0,1,1,0.0,1,0.0,0,-1.0,0,0
1505,32,Private,123253,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
24591,40,Private,289748,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,4650,0,48,United-States,0,1,1.0,0,0,1.0,1,0.0,-1,0.0,-1,0
9522,40,Private,140559,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,25,United-States,0,0,0.0,0,0,0.0,1,0.0,0,0.0,0,1
11272,40,Private,136986,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,1,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
4516,19,Private,184759,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,26,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
30697,24,Private,241752,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
26557,42,Private,182302,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,1,0.0,0,0,0.0,1,-1.0,-1,-1.0,-1,0
18251,61,Local-gov,144723,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
10257,36,Private,169037,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
17897,21,Private,34310,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2603,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
5724,21,Private,286824,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
96,48,Self-emp-not-inc,191277,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
28913,46,Self-emp-not-inc,51271,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,4386,0,70,United-States,0,1,0.0,0,0,0.0,0,-1.0,-1,-1.0,-1,-1
24258,36,Private,189670,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,50,United-States,0,0,1.0,1,1,0.0,0,1.0,1,0.0,1,0
30178,62,Self-emp-not-inc,197353,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,0,1,0.0,0,0,0.0,0,-1.0,-1,-1.0,-1,-1
23262,45,Private,34419,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
70,19,Private,101509,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,32,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
11334,59,,188070,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,35,United-States,1,1,0.0,0,0,0.0,0,-1.0,-1,-1.0,-1,-1
14971,36,Private,108103,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
25117,30,Private,339773,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
17550,24,State-gov,289909,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
31160,34,Self-emp-not-inc,56964,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
18061,71,Private,77253,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,17,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
12808,48,Private,272778,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,32,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
10958,56,Federal-gov,196307,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,1,1.0,1,1,1.0,1,0.0,0,0.0,0,0
28260,43,Private,54611,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
20868,61,,253101,Bachelors,13,Divorced,,Not-in-family,White,Female,0,0,24,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
30056,18,Private,174394,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
11147,31,Private,185480,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,,1,0,0.0,1,0,0.0,0,0.0,1,0.0,0,0
10116,51,Private,161691,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0,0,1.0,1,1,0.0,1,1.0,1,0.0,1,1
24143,40,Private,34113,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,6849,0,43,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
10976,48,Self-emp-not-inc,32825,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
27774,19,,307837,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
15578,36,Private,29814,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
15842,18,Private,294253,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,27,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
16599,25,Private,114345,9th,5,Never-married,Craft-repair,Unmarried,White,Male,914,0,40,United-States,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0
